#Charset:UTF-8
hyu.wav=ひゅ,0.0,293.8,237.6,193.3,66.5
hyo.wav=ひょ,0.0,242.6,408.9,124.0,44.6
mya.wav=みゃ,0.0,206.0,384.7,89.2,61.0
myu.wav=みゅ,0.0,243.0,108.7,86.1,61.7
myo.wav=みょ,0.0,198.4,193.1,85.0,43.6
nya.wav=にゃ,0.0,226.3,304.6,66.1,44.6
nyu.wav=にゅ,0.0,247.2,182.1,61.8,33.3
nyo.wav=にょ,0.0,238.6,472.0,79.2,32.2
rya.wav=りゃ,0.0,254.2,117.5,101.7,72.9
ryu.wav=りゅ,0.0,190.7,0.0,96.1,52.8
ryo.wav=りょ,0.0,207.7,584.1,86.0,47.1
bya.wav=びゃ,0.0,235.6,355.9,58.0,23.2
byu.wav=びゅ,0.0,258.9,383.3,63.0,5.2
byo.wav=びょ,0.0,179.1,426.7,67.6,23.5
gya.wav=ぎゃ,0.0,176.8,240.4,73.0,40.5
gyu.wav=ぎゅ,0.0,252.0,231.2,84.7,34.0
gyo.wav=ぎょ,0.0,273.2,401.5,104.9,43.1
ja.wav=じゃ,0.0,208.1,219.8,92.6,65.7
ju.wav=じゅ,0.0,314.1,124.8,124.4,84.7
jo.wav=じょ,0.0,199.2,240.4,54.9,28.1
breath.wav=breath,0.0,0.0,0.0,0.0,0.0
pya.wav=ぴゃ,0.0,0.0,0.0,0.0,0.0
pyu.wav=ぴゅ,0.0,0.0,0.0,0.0,0.0
pyo.wav=ぴょ,0.0,0.0,0.0,0.0,0.0
